Object ID,Object Type,Object Key,Creation Date,Delivery date,Lead Time,Amount,Currency,Comments
1039996363,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,37 877.47,CHF,13-bath-red_Bathroom
1039996340,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,170 987.39,CHF,13-bath-red_Bathroom
1039996399,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,268 368.82,CHF,13-bath-red_Bathroom
1039996319,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,73 080.34,CHF,13-bath-red_Bathroom
1039996996,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,121 283.98,CHF,13-bath-red_Bathroom
1039996994,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,19 387.87,CHF,13-bath-red_Bathroom
1039996969,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,32 437.34,CHF,13-bath-red_Bathroom
1039996999,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,44 621.02,CHF,13-bath-red_Bathroom
1039996999,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,40 690.66,CHF,13-bath-red_Bathroom
1039996918,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,26 362.60,CHF,13-bath-red_Bathroom
1060066646,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,66 063.93,JPY,13-bath-red_Bathroom
1060066647,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,206 028.04,JPY,13-bath-red_Bathroom
1060066669,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,61 186.64,JPY,13-bath-red_Bathroom
1060066686,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,67 369.71,JPY,13-bath-red_Bathroom
1060066689,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,366 804.36,JPY,13-bath-red_Bathroom
1060066609,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,3 862.82,JPY,13-bath-red_Bathroom
1060068189,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,62 249.12,JPY,13-bath-red_Bathroom
1060066679,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,364 136.36,JPY,13-bath-red_Bathroom
1039917919,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,66 644.30,CHF,13-bath-red_Bathroom
1039917194,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,36 687.92,CHF,13-bath-red_Bathroom
1039917908,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,86 119.87,CHF,13-bath-red_Bathroom
1039917993,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,209 713.14,CHF,13-bath-red_Bathroom
1039996930,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,249 744.23,CHF,13-bath-red_Bathroom
1039996994,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,63 681.24,CHF,13-bath-red_Bathroom
1039996931,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,72 012.62,CHF,13-bath-red_Bathroom
1039996369,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,63 710.49,CHF,13-bath-red_Bathroom
8983476,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,29 362.76,JPY,13-bath-red_Bathroom
8983477,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,16 630.69,JPY,13-bath-red_Bathroom
8983603,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,39 312.81,JPY,13-bath-red_Bathroom
8983604,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,4 369.64,JPY,13-bath-red_Bathroom
8983606,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,9 009.08,JPY,13-bath-red_Bathroom
8983606,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,26 043.61,JPY,13-bath-red_Bathroom
8983613,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,6 269.22,JPY,13-bath-red_Bathroom
8983614,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,22 684.91,JPY,13-bath-red_Bathroom
8983616,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,24 683.39,JPY,13-bath-red_Bathroom
8983667,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,67 922.97,JPY,13-bath-red_Bathroom
8983668,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,61 763.20,JPY,13-bath-red_Bathroom
8983669,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,4 369.37,JPY,13-bath-red_Bathroom
8983660,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,201 617.76,JPY,13-bath-red_Bathroom
8983676,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,17 490.29,JPY,13-bath-red_Bathroom
8983676,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,12 933.66,JPY,13-bath-red_Bathroom
8983677,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,61.82,JPY,13-bath-red_Bathroom
8983678,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,6 784.12,JPY,13-bath-red_Bathroom
8983679,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,17 946.92,JPY,13-bath-red_Bathroom
8983606,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,61 121.69,JPY,13-bath-red_Bathroom
8983608,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,47 814.90,JPY,13-bath-red_Bathroom
8983648,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,9 783.92,JPY,13-bath-red_Bathroom
8983649,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,19 667.48,JPY,13-bath-red_Bathroom
8983660,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,1 366.83,JPY,13-bath-red_Bathroom
8983667,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,26 102.34,JPY,13-bath-red_Bathroom
8983603,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,4 473.26,JPY,13-bath-red_Bathroom
8983604,Bathroom,13-bath-red,11/9/2011,11/10/2011,1,19 093.36,JPY,13-bath-red_Bathroom
1039917967,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,1 149.66,CHF,13-bath-red_Bathroom
1039917936,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,1 112.02,CHF,13-bath-red_Bathroom
1039917937,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,1 461.89,CHF,13-bath-red_Bathroom
1039917966,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,1 174.26,CHF,13-bath-red_Bathroom
1039917976,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,941.66,CHF,13-bath-red_Bathroom
1039918006,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,26 384.66,CHF,13-bath-red_Bathroom
1039917199,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,87 669.46,CHF,13-bath-red_Bathroom
1039918069,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,106 689.90,CHF,13-bath-red_Bathroom
1039918063,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,26 670.04,CHF,13-bath-red_Bathroom
1039918066,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,28 139.68,CHF,13-bath-red_Bathroom
1039918070,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,193 723.12,CHF,13-bath-red_Bathroom
1039918094,Bathroom,13-bath-red,11/9/2011,12/2/2011,23,111 440.86,CHF,13-bath-red_Bathroom
